                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.1603,                0.72757,                 1.0905,                0.61076,                0.65985,                0.57344,                0.29344,                 1.8493,                 1.1741,                 1.5176,             0.00083633,             0.00083633,             0.00083633
                    154,                 1.2428,                0.75523,                  1.117,                0.62014,                0.63312,                0.57795,                0.30226,                  1.848,                 1.1998,                  1.513,             0.00083083,             0.00083083,             0.00083083
                    155,                 1.2071,                0.75503,                 1.1082,                0.65438,                0.62686,                0.59825,                0.31944,                 1.8579,                 1.2113,                 1.5141,             0.00082533,             0.00082533,             0.00082533
                    156,                 1.1713,                0.71734,                  1.079,                0.64592,                0.71711,                 0.6314,                0.32614,                 1.9005,                 1.1668,                 1.5344,             0.00081983,             0.00081983,             0.00081983
                    157,                  1.186,                0.74658,                 1.0847,                 0.6561,                0.68648,                0.62951,                0.32318,                 1.9233,                 1.1451,                 1.5469,             0.00081433,             0.00081433,             0.00081433
                    158,                 1.2223,                0.82234,                 1.1385,                0.64737,                0.69401,                0.63245,                0.33054,                 1.9065,                 1.1322,                 1.5319,             0.00080883,             0.00080883,             0.00080883
                    159,                 1.2274,                0.76665,                 1.1208,                0.64058,                 0.6778,                0.62963,                0.33603,                 1.8732,                 1.1064,                 1.5098,             0.00080333,             0.00080333,             0.00080333
                    160,                 1.2124,                0.74265,                 1.0908,                0.58615,                 0.6979,                0.60759,                0.29996,                  1.873,                 1.1521,                 1.5098,             0.00079783,             0.00079783,             0.00079783
                    161,                 1.1686,                0.73436,                  1.078,                0.56255,                0.64358,                0.57691,                 0.2998,                 1.8464,                 1.1618,                 1.4856,             0.00079233,             0.00079233,             0.00079233
                    162,                 1.1856,                0.75884,                 1.0874,                 0.5917,                0.59453,                0.56121,                0.28676,                 1.8318,                 1.1425,                 1.4792,             0.00078682,             0.00078682,             0.00078682
                    163,                 1.2488,                0.76374,                 1.1087,                0.58422,                0.61484,                0.54968,                0.27654,                 1.8513,                 1.1237,                 1.5056,             0.00078132,             0.00078132,             0.00078132
                    164,                 1.1606,                 0.7278,                 1.0804,                0.68045,                 0.5736,                0.56787,                0.28467,                 1.8785,                 1.1269,                 1.5773,             0.00077582,             0.00077582,             0.00077582
                    165,                 1.2096,                0.73383,                  1.109,                0.66763,                0.62757,                0.59039,                0.29264,                  1.871,                 1.1373,                 1.5683,             0.00077032,             0.00077032,             0.00077032
                    166,                 1.2261,                0.73316,                 1.0973,                0.70262,                0.56713,                0.59637,                0.29282,                 1.8566,                 1.1449,                 1.5343,             0.00076482,             0.00076482,             0.00076482
                    167,                 1.1941,                0.72785,                 1.0911,                0.58482,                0.64724,                0.60306,                0.29636,                 1.8382,                 1.1539,                  1.487,             0.00075932,             0.00075932,             0.00075932
